,Ch1,,Ch2,,Ch3,,Ch4,,Ch5,,Ch6,,Ch7,,Ch8,
Time (s),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%)
0.012,13.1716,0.0000,11.4796,0.0000,12.1747,0.0000,12.4634,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.014,13.1749,0.0000,11.4817,0.0000,12.1799,0.0000,12.4645,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.020,13.1694,0.0000,11.4796,0.0000,12.1758,0.0000,12.4613,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.022,13.1683,0.0000,11.4827,0.0000,12.1758,0.0000,12.4634,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.025,13.1694,0.0000,11.4786,0.0000,12.1758,0.0000,12.4656,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.029,13.1738,0.0000,11.4847,0.0000,12.1737,0.0000,12.4582,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.059,13.1694,0.0000,11.4796,0.0000,12.1747,0.0000,12.4592,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.063,13.1727,0.0000,11.4817,0.0000,12.1747,0.0000,12.4634,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.065,13.1771,0.0000,11.4796,0.0000,12.1726,0.0000,12.4687,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.068,13.1716,0.0000,11.4817,0.0000,12.1789,0.0000,12.4582,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.098,13.1694,0.0000,11.4817,0.0000,12.1705,0.0000,12.4624,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.104,13.1683,0.0000,11.4807,0.0000,12.1758,0.0000,12.4624,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.106,13.1738,0.0000,11.4796,0.0000,12.1768,0.0000,12.4634,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.110,13.1672,0.0000,11.4776,0.0000,12.1758,0.0000,12.4656,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.140,13.1694,0.0000,11.4817,0.0000,12.1810,0.0000,12.4624,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.144,13.1727,0.0000,11.4796,0.0000,12.1789,0.0000,12.4645,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.146,13.1683,0.0000,11.4847,0.0000,12.1758,0.0000,12.4603,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.149,13.1705,0.0000,11.4796,0.0000,12.1768,0.0000,12.4624,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.179,13.1749,0.0000,11.4796,0.0000,12.1758,0.0000,12.4634,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.183,13.1716,0.0000,11.4817,0.0000,12.1747,0.0000,12.4634,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.186,13.1660,0.0000,11.4827,0.0000,12.1768,0.0000,12.4634,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.188,13.1716,0.0000,11.4817,0.0000,12.1810,0.0000,12.4656,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.219,13.1694,0.0000,11.4837,0.0000,12.1768,0.0000,12.4645,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.222,13.1683,0.0000,11.4807,0.0000,12.1799,0.0000,12.4666,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.227,13.1694,0.0000,11.4786,0.0000,12.1737,0.0000,12.4603,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.231,13.1727,0.0000,11.4847,0.0000,12.1758,0.0000,12.4624,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.260,13.1749,0.0000,11.4817,0.0000,12.1778,0.0000,12.4666,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.264,13.1705,0.0000,11.4857,0.0000,12.1810,0.0000,12.4645,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.266,13.1683,0.0000,11.4847,0.0000,12.1778,0.0000,12.4624,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.269,13.1716,0.0000,11.4827,0.0000,12.1778,0.0000,12.4624,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.300,13.1683,0.0000,11.4796,0.0000,12.1768,0.0000,12.4624,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.305,13.1694,0.0000,11.4867,0.0000,12.1789,0.0000,12.4656,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
