,Ch1,,Ch2,,Ch3,,Ch4,,Ch5,,Ch6,,Ch7,,Ch8,
Time (s),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%)
0.006,13.0650,0.0000,11.4282,0.0000,12.1144,0.0000,12.3916,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.009,13.0639,0.0000,11.4302,0.0000,12.1164,0.0000,12.3895,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.012,13.0639,0.0000,11.4262,0.0000,12.1154,0.0000,12.3948,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.014,13.0672,0.0000,11.4272,0.0000,12.1144,0.0000,12.3937,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.044,13.0628,0.0000,11.4302,0.0000,12.1154,0.0000,12.3916,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.047,13.0628,0.0000,11.4242,0.0000,12.1123,0.0000,12.3937,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.050,13.0617,0.0000,11.4262,0.0000,12.1123,0.0000,12.3948,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.052,13.0606,0.0000,11.4262,0.0000,12.1164,0.0000,12.3937,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.083,13.0606,0.0000,11.4252,0.0000,12.1144,0.0000,12.3916,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.086,13.0672,0.0000,11.4252,0.0000,12.1175,0.0000,12.3959,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.114,13.0661,0.0000,11.4252,0.0000,12.1123,0.0000,12.3906,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.116,13.0584,0.0000,11.4262,0.0000,12.1164,0.0000,12.3885,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.122,13.0628,0.0000,11.4292,0.0000,12.1175,0.0000,12.3916,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.125,13.0584,0.0000,11.4252,0.0000,12.1144,0.0000,12.3895,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.150,13.0617,0.0000,11.4252,0.0000,12.1175,0.0000,12.3948,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.152,13.0606,0.0000,11.4252,0.0000,12.1144,0.0000,12.3927,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.159,13.0628,0.0000,11.4262,0.0000,12.1144,0.0000,12.3948,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.161,13.0672,0.0000,11.4252,0.0000,12.1102,0.0000,12.3916,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.180,13.0606,0.0000,11.4252,0.0000,12.1175,0.0000,12.3916,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.182,13.0628,0.0000,11.4272,0.0000,12.1164,0.0000,12.3916,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.185,13.0606,0.0000,11.4292,0.0000,12.1164,0.0000,12.3906,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.188,13.0606,0.0000,11.4252,0.0000,12.1133,0.0000,12.3916,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.220,13.0628,0.0000,11.4242,0.0000,12.1154,0.0000,12.3906,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.226,13.0672,0.0000,11.4262,0.0000,12.1112,0.0000,12.3885,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.228,13.0639,0.0000,11.4262,0.0000,12.1144,0.0000,12.3937,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.258,13.0672,0.0000,11.4272,0.0000,12.1123,0.0000,12.3885,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.262,13.0584,0.0000,11.4272,0.0000,12.1144,0.0000,12.3906,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.265,13.0628,0.0000,11.4262,0.0000,12.1185,0.0000,12.3959,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.271,13.0639,0.0000,11.4262,0.0000,12.1123,0.0000,12.3937,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.273,13.0606,0.0000,11.4262,0.0000,12.1164,0.0000,12.3885,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.287,13.0661,0.0000,11.4272,0.0000,12.1133,0.0000,12.3895,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.290,13.0617,0.0000,11.4272,0.0000,12.1164,0.0000,12.3937,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.303,13.0617,0.0000,11.4252,0.0000,12.1154,0.0000,12.3916,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.312,13.0595,0.0000,11.4272,0.0000,12.1133,0.0000,12.3906,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.341,13.0639,0.0000,11.4292,0.0000,12.1144,0.0000,12.3927,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.345,13.0661,0.0000,11.4272,0.0000,12.1133,0.0000,12.3885,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.349,13.0617,0.0000,11.4222,0.0000,12.1154,0.0000,12.3927,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.353,13.0584,0.0000,11.4282,0.0000,12.1133,0.0000,12.3927,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.385,13.0683,0.0000,11.4262,0.0000,12.1112,0.0000,12.3927,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.388,13.0617,0.0000,11.4242,0.0000,12.1123,0.0000,12.3906,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.391,13.0628,0.0000,11.4242,0.0000,12.1144,0.0000,12.3906,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.393,13.0672,0.0000,11.4252,0.0000,12.1123,0.0000,12.3916,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.424,13.0573,0.0000,11.4282,0.0000,12.1133,0.0000,12.3937,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
