,Ch1,,Ch2,,Ch3,,Ch4,,Ch5,,Ch6,,Ch7,,Ch8,
Time (s),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%)
0.017,13.1154,0.0000,11.4191,0.0000,12.1476,0.0000,12.4465,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.025,13.1154,0.0000,11.4222,0.0000,12.1466,0.0000,12.4465,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.031,13.1154,0.0000,11.4222,0.0000,12.1466,0.0000,12.4465,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.033,13.1154,0.0000,11.4232,0.0000,12.1456,0.0000,12.4465,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.064,13.1121,0.0000,11.4242,0.0000,12.1476,0.0000,12.4465,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.068,13.1187,0.0000,11.4212,0.0000,12.1414,0.0000,12.4423,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.070,13.1110,0.0000,11.4212,0.0000,12.1476,0.0000,12.4486,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.077,13.1110,0.0000,11.4242,0.0000,12.1445,0.0000,12.4486,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.081,13.1132,0.0000,11.4222,0.0000,12.1476,0.0000,12.4465,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.113,13.1132,0.0000,11.4212,0.0000,12.1466,0.0000,12.4444,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.116,13.1154,0.0000,11.4201,0.0000,12.1466,0.0000,12.4455,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.118,13.1143,0.0000,11.4252,0.0000,12.1466,0.0000,12.4486,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.125,13.1132,0.0000,11.4212,0.0000,12.1445,0.0000,12.4476,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.128,13.1143,0.0000,11.4222,0.0000,12.1456,0.0000,12.4444,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.162,13.1088,0.0000,11.4252,0.0000,12.1445,0.0000,12.4476,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.164,13.1154,0.0000,11.4232,0.0000,12.1445,0.0000,12.4486,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.171,13.1143,0.0000,11.4252,0.0000,12.1456,0.0000,12.4455,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.173,13.1099,0.0000,11.4212,0.0000,12.1476,0.0000,12.4412,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.204,13.1099,0.0000,11.4201,0.0000,12.1445,0.0000,12.4444,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.208,13.1121,0.0000,11.4222,0.0000,12.1445,0.0000,12.4402,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.212,13.1121,0.0000,11.4232,0.0000,12.1466,0.0000,12.4486,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.225,13.1132,0.0000,11.4212,0.0000,12.1404,0.0000,12.4465,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.227,13.1121,0.0000,11.4222,0.0000,12.1456,0.0000,12.4434,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.233,13.1099,0.0000,11.4201,0.0000,12.1445,0.0000,12.4455,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.240,13.1110,0.0000,11.4212,0.0000,12.1456,0.0000,12.4476,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.300,13.1077,0.0000,11.4212,0.0000,12.1424,0.0000,12.4434,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
