,Ch1,,Ch2,,Ch3,,Ch4,,Ch5,,Ch6,,Ch7,,Ch8,
Time (s),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%)
0.012,13.0715,0.0000,11.3367,0.0000,12.0998,0.0000,12.3611,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.017,13.0672,0.0000,11.3377,0.0000,12.0988,0.0000,12.3590,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.023,13.0683,0.0000,11.3337,0.0000,12.0998,0.0000,12.3600,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.025,13.0683,0.0000,11.3377,0.0000,12.0977,0.0000,12.3527,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.055,13.0639,0.0000,11.3377,0.0000,12.0988,0.0000,12.3600,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.059,13.0672,0.0000,11.3367,0.0000,12.0967,0.0000,12.3590,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.061,13.0726,0.0000,11.3367,0.0000,12.0977,0.0000,12.3590,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.063,13.0650,0.0000,11.3397,0.0000,12.0967,0.0000,12.3611,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.093,13.0639,0.0000,11.3347,0.0000,12.0998,0.0000,12.3600,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.097,13.0650,0.0000,11.3377,0.0000,12.1009,0.0000,12.3579,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.099,13.0650,0.0000,11.3357,0.0000,12.0988,0.0000,12.3600,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.101,13.0693,0.0000,11.3357,0.0000,12.1019,0.0000,12.3590,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.105,13.0650,0.0000,11.3397,0.0000,12.0946,0.0000,12.3611,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.136,13.0639,0.0000,11.3327,0.0000,12.0988,0.0000,12.3579,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.141,13.0639,0.0000,11.3367,0.0000,12.0977,0.0000,12.3590,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.148,13.0639,0.0000,11.3397,0.0000,12.1009,0.0000,12.3590,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.151,13.0693,0.0000,11.3397,0.0000,12.1019,0.0000,12.3600,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.180,13.0650,0.0000,11.3387,0.0000,12.0998,0.0000,12.3558,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.184,13.0639,0.0000,11.3397,0.0000,12.0977,0.0000,12.3590,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.186,13.0639,0.0000,11.3337,0.0000,12.1040,0.0000,12.3590,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.190,13.0683,0.0000,11.3337,0.0000,12.0988,0.0000,12.3516,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.231,13.0672,0.0000,11.3357,0.0000,12.0967,0.0000,12.3600,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
