,Ch1,,Ch2,,Ch3,,Ch4,,Ch5,,Ch6,,Ch7,,Ch8,
Time (s),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%),C (pF),ΔC/C0 (%)
0.020,13.0398,0.0000,11.4383,0.0000,12.0645,0.0000,12.4328,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.022,13.0398,0.0000,11.4393,0.0000,12.0708,0.0000,12.4296,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.041,13.0398,0.0000,11.4393,0.0000,12.0666,0.0000,12.4254,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.043,13.0420,0.0000,11.4383,0.0000,12.0656,0.0000,12.4296,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.046,13.0431,0.0000,11.4393,0.0000,12.0645,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.049,13.0431,0.0000,11.4383,0.0000,12.0656,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.051,13.0409,0.0000,11.4403,0.0000,12.0677,0.0000,12.4296,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.081,13.0453,0.0000,11.4393,0.0000,12.0645,0.0000,12.4328,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.084,13.0420,0.0000,11.4413,0.0000,12.0697,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.087,13.0442,0.0000,11.4413,0.0000,12.0645,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.094,13.0420,0.0000,11.4383,0.0000,12.0645,0.0000,12.4296,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.097,13.0431,0.0000,11.4373,0.0000,12.0656,0.0000,12.4275,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.128,13.0431,0.0000,11.4413,0.0000,12.0645,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.133,13.0387,0.0000,11.4413,0.0000,12.0656,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.136,13.0474,0.0000,11.4443,0.0000,12.0645,0.0000,12.4307,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.166,13.0409,0.0000,11.4413,0.0000,12.0666,0.0000,12.4286,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.170,13.0420,0.0000,11.4403,0.0000,12.0666,0.0000,12.4286,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.172,13.0387,0.0000,11.4393,0.0000,12.0625,0.0000,12.4307,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.174,13.0387,0.0000,11.4393,0.0000,12.0666,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.204,13.0453,0.0000,11.4413,0.0000,12.0656,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.208,13.0409,0.0000,11.4373,0.0000,12.0645,0.0000,12.4328,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.211,13.0409,0.0000,11.4423,0.0000,12.0697,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.217,13.0409,0.0000,11.4403,0.0000,12.0656,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.219,13.0442,0.0000,11.4403,0.0000,12.0656,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.249,13.0442,0.0000,11.4403,0.0000,12.0645,0.0000,12.4349,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.254,13.0474,0.0000,11.4383,0.0000,12.0666,0.0000,12.4296,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.257,13.0398,0.0000,11.4413,0.0000,12.0656,0.0000,12.4349,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.288,13.0409,0.0000,11.4403,0.0000,12.0666,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.291,13.0387,0.0000,11.4413,0.0000,12.0666,0.0000,12.4349,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.293,13.0376,0.0000,11.4403,0.0000,12.0666,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.296,13.0453,0.0000,11.4413,0.0000,12.0645,0.0000,12.4307,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.304,13.0431,0.0000,11.4423,0.0000,12.0718,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.332,13.0420,0.0000,11.4403,0.0000,12.0708,0.0000,12.4328,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.336,13.0420,0.0000,11.4423,0.0000,12.0677,0.0000,12.4349,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.338,13.0464,0.0000,11.4423,0.0000,12.0656,0.0000,12.4349,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.344,13.0442,0.0000,11.4423,0.0000,12.0666,0.0000,12.4328,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.348,13.0431,0.0000,11.4423,0.0000,12.0677,0.0000,12.4360,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.383,13.0464,0.0000,11.4453,0.0000,12.0697,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.386,13.0409,0.0000,11.4423,0.0000,12.0697,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.389,13.0409,0.0000,11.4423,0.0000,12.0677,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.394,13.0474,0.0000,11.4453,0.0000,12.0687,0.0000,12.4328,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.424,13.0431,0.0000,11.4433,0.0000,12.0739,0.0000,12.4360,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.428,13.0420,0.0000,11.4423,0.0000,12.0677,0.0000,12.4360,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.431,13.0442,0.0000,11.4443,0.0000,12.0728,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.459,13.0409,0.0000,11.4423,0.0000,12.0656,0.0000,12.4328,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.464,13.0507,0.0000,11.4443,0.0000,12.0718,0.0000,12.4349,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.466,13.0464,0.0000,11.4423,0.0000,12.0708,0.0000,12.4328,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.472,13.0442,0.0000,11.4413,0.0000,12.0687,0.0000,12.4349,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.474,13.0431,0.0000,11.4453,0.0000,12.0708,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.477,13.0485,0.0000,11.4423,0.0000,12.0697,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.517,13.0442,0.0000,11.4433,0.0000,12.0677,0.0000,12.4360,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.523,13.0464,0.0000,11.4433,0.0000,12.0728,0.0000,12.4307,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.537,13.0442,0.0000,11.4443,0.0000,12.0708,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.539,13.0420,0.0000,11.4443,0.0000,12.0697,0.0000,12.4275,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.542,13.0507,0.0000,11.4423,0.0000,12.0677,0.0000,12.4328,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.572,13.0409,0.0000,11.4413,0.0000,12.0656,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.576,13.0442,0.0000,11.4463,0.0000,12.0677,0.0000,12.4307,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.578,13.0431,0.0000,11.4413,0.0000,12.0677,0.0000,12.4360,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.603,13.0420,0.0000,11.4443,0.0000,12.0708,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.606,13.0431,0.0000,11.4443,0.0000,12.0666,0.0000,12.4328,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.613,13.0398,0.0000,11.4413,0.0000,12.0677,0.0000,12.4349,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.614,13.0420,0.0000,11.4443,0.0000,12.0666,0.0000,12.4296,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.640,13.0431,0.0000,11.4443,0.0000,12.0666,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.648,13.0431,0.0000,11.4413,0.0000,12.0666,0.0000,12.4328,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.651,13.0431,0.0000,11.4453,0.0000,12.0677,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.670,13.0464,0.0000,11.4423,0.0000,12.0728,0.0000,12.4275,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.672,13.0442,0.0000,11.4453,0.0000,12.0728,0.0000,12.4349,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.674,13.0431,0.0000,11.4423,0.0000,12.0708,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.677,13.0409,0.0000,11.4423,0.0000,12.0687,0.0000,12.4317,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.681,13.0431,0.0000,11.4423,0.0000,12.0697,0.0000,12.4307,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.712,13.0420,0.0000,11.4443,0.0000,12.0687,0.0000,12.4370,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.716,13.0420,0.0000,11.4423,0.0000,12.0708,0.0000,12.4307,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.718,13.0453,0.0000,11.4433,0.0000,12.0697,0.0000,12.4360,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.721,13.0431,0.0000,11.4463,0.0000,12.0687,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.751,13.0420,0.0000,11.4423,0.0000,12.0697,0.0000,12.4328,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.754,13.0496,0.0000,11.4453,0.0000,12.0687,0.0000,12.4381,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.763,13.0442,0.0000,11.4433,0.0000,12.0697,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.794,13.0507,0.0000,11.4423,0.0000,12.0708,0.0000,12.4349,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.797,13.0431,0.0000,11.4443,0.0000,12.0718,0.0000,12.4275,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.802,13.0420,0.0000,11.4474,0.0000,12.0708,0.0000,12.4370,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.835,13.0453,0.0000,11.4463,0.0000,12.0718,0.0000,12.4338,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.839,13.0474,0.0000,11.4474,0.0000,12.0728,0.0000,12.4381,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.841,13.0442,0.0000,11.4463,0.0000,12.0708,0.0000,12.4349,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.843,13.0485,0.0000,11.4453,0.0000,12.0728,0.0000,12.4381,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.874,13.0431,0.0000,11.4474,0.0000,12.0780,0.0000,12.4370,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.877,13.0464,0.0000,11.4504,0.0000,12.0770,0.0000,12.4381,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.880,13.0453,0.0000,11.4463,0.0000,12.0749,0.0000,12.4381,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.888,13.0442,0.0000,11.4474,0.0000,12.0739,0.0000,12.4402,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.917,13.0464,0.0000,11.4504,0.0000,12.0770,0.0000,12.4381,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.921,13.0442,0.0000,11.4484,0.0000,12.0749,0.0000,12.4402,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.923,13.0518,0.0000,11.4494,0.0000,12.0811,0.0000,12.4391,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.926,13.0474,0.0000,11.4504,0.0000,12.0801,0.0000,12.4391,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.956,13.0474,0.0000,11.4514,0.0000,12.0770,0.0000,12.4349,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.959,13.0474,0.0000,11.4494,0.0000,12.0801,0.0000,12.4391,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.962,13.0474,0.0000,11.4524,0.0000,12.0791,0.0000,12.4412,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.965,13.0464,0.0000,11.4534,0.0000,12.0811,0.0000,12.4402,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.968,13.0573,0.0000,11.4574,0.0000,12.0863,0.0000,12.4412,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
0.999,13.0737,0.0000,11.4635,0.0000,12.0874,0.0000,12.4434,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.002,13.0693,0.0000,11.4635,0.0000,12.0926,0.0000,12.4412,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.011,13.0759,0.0000,11.4645,0.0000,12.0915,0.0000,12.4444,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.014,13.0759,0.0000,11.4736,0.0792,12.0926,0.0086,12.4455,0.0085,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.026,13.1264,0.3862,11.5423,0.6788,12.1050,0.1116,12.4529,0.0680,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.056,13.1484,0.5545,11.5717,0.9350,12.1206,0.2405,12.4550,0.0850,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.059,13.1705,0.7230,11.5879,1.0765,12.1268,0.2921,12.4582,0.1104,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.062,13.2102,1.0269,11.6042,1.2181,12.1320,0.3351,12.4603,0.1275,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.064,13.2091,1.0184,11.6285,1.4307,12.1362,0.3695,12.4634,0.1529,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.095,13.2179,1.0861,11.6387,1.5193,12.1445,0.4383,12.4613,0.1360,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.098,13.2279,1.1622,11.6519,1.6346,12.1466,0.4555,12.4645,0.1615,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.101,13.2356,1.2214,11.6651,1.7500,12.1508,0.4900,12.4666,0.1785,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.103,13.2511,1.3400,11.6804,1.8831,12.1528,0.5072,12.4687,0.1955,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.137,13.2578,1.3909,11.6936,1.9987,12.1580,0.5502,12.4719,0.2210,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.141,13.2722,1.5011,11.7018,2.0698,12.1612,0.5761,12.4751,0.2465,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.157,13.2844,1.5945,11.7130,2.1676,12.1643,0.6019,12.4793,0.2805,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.159,13.2833,1.5860,11.7232,2.2565,12.1726,0.6708,12.4804,0.2891,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.166,13.2955,1.6795,11.7314,2.3277,12.1726,0.6708,12.4814,0.2975,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.168,13.3033,1.7390,11.7375,2.3812,12.1716,0.6622,12.4814,0.2975,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.172,13.3089,1.7815,11.7549,2.5326,12.1810,0.7398,12.4878,0.3486,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.207,13.3133,1.8155,11.7600,2.5771,12.1893,0.8088,12.4920,0.3827,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.211,13.3200,1.8666,11.7671,2.6395,12.1893,0.8088,12.4942,0.3997,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.213,13.3244,1.9006,11.7671,2.6395,12.1914,0.8260,12.4952,0.4082,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.238,13.3200,1.8666,11.7722,2.6841,12.1945,0.8519,12.4963,0.4167,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.241,13.3233,1.8921,11.7773,2.7287,12.1977,0.8778,12.4984,0.4338,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.259,13.3244,1.9006,11.7753,2.7109,12.1966,0.8692,12.4984,0.4338,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.262,13.3278,1.9262,11.7733,2.6930,12.1977,0.8778,12.4994,0.4423,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.264,13.3322,1.9602,11.7794,2.7466,12.1997,0.8951,12.4984,0.4338,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.270,13.3356,1.9858,11.7753,2.7109,12.2008,0.9037,12.4973,0.4253,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.325,13.3256,1.9091,11.7733,2.6930,12.1977,0.8778,12.5016,0.4593,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.328,13.3311,1.9517,11.7661,2.6306,12.1935,0.8433,12.5005,0.4508,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.331,13.3278,1.9262,11.7600,2.5771,12.1904,0.8174,12.5048,0.4849,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.333,13.3133,1.8155,11.7589,2.5682,12.1883,0.8002,12.5058,0.4934,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.336,13.3155,1.8325,11.7446,2.4435,12.1862,0.7829,12.4984,0.4338,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.338,13.3144,1.8240,11.7406,2.4079,12.1799,0.7312,12.4994,0.4423,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.341,13.3078,1.7730,11.7303,2.3188,12.1758,0.6967,12.4910,0.3742,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.343,13.2978,1.6965,11.7191,2.2209,12.1705,0.6536,12.4878,0.3486,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.373,13.2844,1.5945,11.7049,2.0964,12.1601,0.5675,12.4846,0.3231,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.377,13.2711,1.4927,11.6906,1.9720,12.1591,0.5588,12.4793,0.2805,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.380,13.2523,1.3485,11.6682,1.7766,12.1279,0.3007,12.4719,0.2210,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.382,13.0672,-0.0670,11.5889,1.0854,12.1009,0.0773,12.4708,0.2125,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.412,13.0540,-0.1675,11.4807,0.1409,12.0853,-0.0515,12.4518,0.0595,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.418,13.0540,-0.1675,11.4685,0.0352,12.0822,-0.0772,12.4508,0.0510,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.421,13.0496,-0.2010,11.4706,0.0528,12.0770,-0.1201,12.4465,0.0170,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.428,13.0464,-0.2261,11.4534,-0.0968,12.0749,-0.1373,12.4423,-0.0170,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.432,13.0442,-0.2429,11.4554,-0.0792,12.0749,-0.1373,12.4391,-0.0425,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.462,13.0485,-0.2094,11.4514,-0.1144,12.0749,-0.1373,12.4423,-0.0170,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.466,13.0518,-0.1843,11.4544,-0.0880,12.0728,-0.1544,12.4402,-0.0340,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.468,13.0507,-0.1926,11.4534,-0.0968,12.0791,-0.1030,12.4423,-0.0170,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.471,13.0496,-0.2010,11.4524,-0.1056,12.0780,-0.1116,12.4412,-0.0255,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.501,13.0518,-0.1843,11.4524,-0.1056,12.0749,-0.1373,12.4412,-0.0255,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.504,13.0496,-0.2010,11.4514,-0.1144,12.0718,-0.1630,12.4349,-0.0764,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.507,13.0507,-0.1926,11.4534,-0.0968,12.0718,-0.1630,12.4370,-0.0594,OL,OL,OL,OL,OL,OL,0.0000,0.0000
1.539,13.0507,-0.1926,11.4524,-0.1056,12.0760,-0.1287,12.4444,0.0000,OL,OL,OL,OL,OL,OL,0.0000,0.0000
